customer_num,most_common_order_type,average_days_between_orders,median_days_between_orders,max_gap_between_orders,first_order_date,last_order_date,num_orders,num_of_unique_items,company_lifetime_in_days,orders_per_week,Churned
75753,Régulière,7 days 08:00:00.000000000,5 days 00:00:00.000000000,53 days 00:00:00.000000000,2017-04-03,2018-07-31,70,119,484 days 00:00:00.000000000,1.0123966942148759,0
75754,Narcotique,5 days 18:00:00.000000000,4 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-05,2018-08-01,89,74,483 days 00:00:00.000000000,1.289855072463768,0
75756,Régulière,143 days 12:00:00.000000000,143 days 12:00:00.000000000,149 days 00:00:00.000000000,2017-09-01,2018-06-15,3,3,287 days 00:00:00.000000000,0.07317073170731708,1
75761,Régulière,78 days 00:00:00.000000000,77 days 00:00:00.000000000,110 days 00:00:00.000000000,2017-05-18,2018-06-12,6,19,390 days 00:00:00.000000000,0.1076923076923077,1
75769,Régulière,277 days 00:00:00.000000000,277 days 00:00:00.000000000,277 days 00:00:00.000000000,2017-07-23,2018-04-26,2,2,277 days 00:00:00.000000000,0.05054151624548737,1
75784,Régulière,99 days 06:00:00.000000000,94 days 12:00:00.000000000,152 days 00:00:00.000000000,2017-04-06,2018-05-08,5,39,397 days 00:00:00.000000000,0.08816120906801007,1
75790,PO requis,21 days 00:00:00.000000000,17 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-04-04,2018-07-10,23,60,462 days 00:00:00.000000000,0.3484848484848485,0
75791,Régulière,4 days 12:20:34.285714285,4 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-12,2018-07-30,129,204,474 days 00:00:00.000000000,1.9050632911392404,0
75800,Narcotique,220 days 00:00:00.000000000,220 days 00:00:00.000000000,320 days 00:00:00.000000000,2017-04-27,2018-07-11,3,4,440 days 00:00:00.000000000,0.04772727272727272,1
75810,Narcotique,33 days 03:25:42.857142857,35 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-04-23,2018-07-31,16,15,464 days 00:00:00.000000000,0.24137931034482757,0
75811,Régulière,25 days 00:00:00.000000000,14 days 00:00:00.000000000,112 days 00:00:00.000000000,2017-04-11,2018-07-30,19,35,475 days 00:00:00.000000000,0.28,1
75814,Régulière,27 days 21:00:00.000000000,24 days 00:00:00.000000000,72 days 00:00:00.000000000,2017-05-05,2018-07-25,17,17,446 days 00:00:00.000000000,0.26681614349775784,0
75815,Narcotique,74 days 12:00:00.000000000,46 days 00:00:00.000000000,217 days 00:00:00.000000000,2017-04-21,2018-07-12,7,5,447 days 00:00:00.000000000,0.10961968680089486,1
75818,Régulière,1 days 14:30:35.294117647,1 days 00:00:00.000000000,18 days 00:00:00.000000000,2017-04-02,2018-08-06,537,1604,491 days 00:00:00.000000000,7.655804480651731,0
75819,Régulière,1 days 12:08:53.333333333,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-04,2018-08-05,601,1110,488 days 00:00:00.000000000,8.620901639344263,0
75820,Régulière,46 days 13:20:00.000000000,53 days 00:00:00.000000000,95 days 00:00:00.000000000,2017-05-23,2018-07-16,13,24,419 days 00:00:00.000000000,0.21718377088305488,1
75821,Régulière,101 days 06:00:00.000000000,101 days 12:00:00.000000000,174 days 00:00:00.000000000,2017-04-18,2018-05-28,5,8,405 days 00:00:00.000000000,0.08641975308641975,1
75836,Narcotique,21 days 13:42:51.428571428,14 days 00:00:00.000000000,61 days 00:00:00.000000000,2017-04-27,2018-07-24,20,30,453 days 00:00:00.000000000,0.3090507726269316,0
75838,Régulière,32 days 10:17:08.571428571,29 days 12:00:00.000000000,81 days 00:00:00.000000000,2017-04-24,2018-07-22,24,27,454 days 00:00:00.000000000,0.3700440528634361,0
75840,Régulière,195 days 12:00:00.000000000,195 days 12:00:00.000000000,360 days 00:00:00.000000000,2017-05-05,2018-05-31,3,6,391 days 00:00:00.000000000,0.05370843989769821,1
75850,Régulière,1 days 11:20:43.636363636,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-02,609,1023,486 days 00:00:00.000000000,8.771604938271604,0
75853,PO requis,19 days 08:43:38.181818181,19 days 12:00:00.000000000,49 days 00:00:00.000000000,2017-04-13,2018-06-13,23,19,426 days 00:00:00.000000000,0.3779342723004695,0
75856,Régulière,1 days 12:33:38.691588785,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-05,519,1160,489 days 00:00:00.000000000,7.429447852760736,0
75866,Régulière,19 days 12:00:00.000000000,17 days 00:00:00.000000000,50 days 00:00:00.000000000,2017-04-03,2018-07-15,27,99,468 days 00:00:00.000000000,0.40384615384615385,0
75868,Régulière,43 days 09:36:00.000000000,32 days 00:00:00.000000000,90 days 00:00:00.000000000,2017-04-24,2018-07-02,12,18,434 days 00:00:00.000000000,0.19354838709677422,1
75897,Régulière,34 days 04:21:49.090909091,37 days 00:00:00.000000000,55 days 00:00:00.000000000,2017-06-08,2018-06-19,12,14,376 days 00:00:00.000000000,0.22340425531914893,0
75907,Régulière,32 days 15:25:42.857142857,35 days 00:00:00.000000000,46 days 00:00:00.000000000,2017-04-18,2018-07-19,15,24,457 days 00:00:00.000000000,0.2297592997811816,0
75909,Régulière,36 days 11:04:36.923076923,36 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-04-04,2018-07-22,16,13,474 days 00:00:00.000000000,0.2362869198312236,0
75911,Régulière,37 days 08:00:00.000000000,45 days 00:00:00.000000000,59 days 00:00:00.000000000,2017-04-09,2017-07-30,4,14,112 days 00:00:00.000000000,0.25,0
75916,Régulière,118 days 00:00:00.000000000,118 days 00:00:00.000000000,159 days 00:00:00.000000000,2017-10-03,2018-05-27,3,3,236 days 00:00:00.000000000,0.08898305084745764,1
75918,Régulière,1 days 18:34:09.635036496,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-08-02,625,585,486 days 00:00:00.000000000,9.002057613168725,0
75922,Narcotique,37 days 22:00:00.000000000,38 days 00:00:00.000000000,84 days 00:00:00.000000000,2017-04-25,2018-07-24,12,14,455 days 00:00:00.000000000,0.18461538461538463,0
75931,Régulière,16 days 01:36:00.000000000,14 days 12:00:00.000000000,49 days 00:00:00.000000000,2017-04-04,2018-07-30,31,72,482 days 00:00:00.000000000,0.450207468879668,0
75932,Narcotique,145 days 00:00:00.000000000,145 days 00:00:00.000000000,192 days 00:00:00.000000000,2017-07-21,2018-05-07,3,2,290 days 00:00:00.000000000,0.07241379310344828,1
75936,Narcotique,29 days 19:30:00.000000000,26 days 12:00:00.000000000,70 days 00:00:00.000000000,2017-04-10,2018-07-31,16,15,477 days 00:00:00.000000000,0.2348008385744235,0
75940,Régulière,16 days 00:00:00.000000000,11 days 12:00:00.000000000,74 days 00:00:00.000000000,2017-04-03,2018-07-27,33,59,480 days 00:00:00.000000000,0.48125000000000007,0
75957,Narcotique,29 days 20:48:00.000000000,29 days 00:00:00.000000000,76 days 00:00:00.000000000,2017-04-11,2018-07-03,15,21,448 days 00:00:00.000000000,0.234375,0
75959,Régulière,32 days 06:51:25.714285714,31 days 00:00:00.000000000,55 days 00:00:00.000000000,2017-05-05,2018-07-31,16,30,452 days 00:00:00.000000000,0.24778761061946902,0
75971,Régulière,337 days 00:00:00.000000000,337 days 00:00:00.000000000,337 days 00:00:00.000000000,2017-08-06,2018-07-09,2,2,337 days 00:00:00.000000000,0.04154302670623146,1
75973,Narcotique,56 days 00:00:00.000000000,69 days 00:00:00.000000000,126 days 00:00:00.000000000,2017-04-12,2018-07-04,9,14,448 days 00:00:00.000000000,0.140625,1
75977,Régulière,1 days 11:03:57.125748503,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-03,580,1495,488 days 00:00:00.000000000,8.319672131147541,0
75986,Régulière,49 days 21:00:00.000000000,37 days 12:00:00.000000000,98 days 00:00:00.000000000,2017-04-25,2018-05-29,9,36,399 days 00:00:00.000000000,0.15789473684210525,1
75988,Régulière,256 days 00:00:00.000000000,256 days 00:00:00.000000000,256 days 00:00:00.000000000,2017-10-15,2018-06-28,2,2,256 days 00:00:00.000000000,0.0546875,1
75993,Régulière,406 days 00:00:00.000000000,406 days 00:00:00.000000000,406 days 00:00:00.000000000,2017-05-15,2018-06-25,2,2,406 days 00:00:00.000000000,0.034482758620689655,1
75994,Régulière,33 days 00:00:00.000000000,36 days 00:00:00.000000000,53 days 00:00:00.000000000,2017-05-15,2018-07-18,14,8,429 days 00:00:00.000000000,0.22843822843822842,0
76000,Régulière,1 days 08:21:12.928176795,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-03,913,1773,488 days 00:00:00.000000000,13.096311475409836,0
76011,Régulière,43 days 06:00:00.000000000,38 days 12:00:00.000000000,76 days 00:00:00.000000000,2017-06-05,2018-05-17,9,50,346 days 00:00:00.000000000,0.18208092485549132,0
76013,Régulière,1 days 14:14:33.442622950,1 days 00:00:00.000000000,12 days 00:00:00.000000000,2017-04-03,2018-08-02,637,759,486 days 00:00:00.000000000,9.174897119341564,0
76019,Narcotique,29 days 12:00:00.000000000,19 days 00:00:00.000000000,80 days 00:00:00.000000000,2017-05-02,2018-06-19,20,6,413 days 00:00:00.000000000,0.3389830508474576,0
76025,Régulière,1 days 14:39:43.617747440,1 days 00:00:00.000000000,13 days 00:00:00.000000000,2017-04-03,2018-07-19,424,855,472 days 00:00:00.000000000,6.288135593220339,0
76028,Régulière,3 days 00:00:00.000000000,3 days 00:00:00.000000000,3 days 00:00:00.000000000,2017-08-21,2017-08-24,2,10,3 days 00:00:00.000000000,4.666666666666666,0
76032,Régulière,80 days 00:00:00.000000000,63 days 00:00:00.000000000,190 days 00:00:00.000000000,2017-04-11,2018-05-16,5,7,400 days 00:00:00.000000000,0.08750000000000001,1
76037,PO requis,154 days 00:00:00.000000000,154 days 00:00:00.000000000,158 days 00:00:00.000000000,2017-06-14,2018-04-18,3,2,308 days 00:00:00.000000000,0.06818181818181818,1
76039,Régulière,49 days 02:40:00.000000000,7 days 00:00:00.000000000,234 days 00:00:00.000000000,2017-04-03,2018-06-19,14,57,442 days 00:00:00.000000000,0.22171945701357465,1
76042,Narcotique,59 days 13:42:51.428571429,63 days 00:00:00.000000000,106 days 00:00:00.000000000,2017-04-27,2018-06-18,10,29,417 days 00:00:00.000000000,0.16786570743405277,1
76048,Régulière,15 days 07:44:30.967741935,13 days 00:00:00.000000000,41 days 00:00:00.000000000,2017-04-11,2018-07-30,33,127,475 days 00:00:00.000000000,0.4863157894736842,0
76049,Narcotique,29 days 12:00:00.000000000,20 days 12:00:00.000000000,91 days 00:00:00.000000000,2017-04-11,2018-07-27,17,28,472 days 00:00:00.000000000,0.2521186440677966,1
76050,Régulière,1 days 12:20:11.214953271,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-02,542,1456,486 days 00:00:00.000000000,7.806584362139917,0
76051,Narcotique,8 days 14:08:34.285714285,5 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-04,2018-07-29,61,47,481 days 00:00:00.000000000,0.8877338877338878,0
76052,Régulière,33 days 03:41:32.307692307,19 days 00:00:00.000000000,103 days 00:00:00.000000000,2017-04-13,2018-06-18,12,29,431 days 00:00:00.000000000,0.19489559164733178,1
76057,Régulière,126 days 16:00:00.000000000,134 days 00:00:00.000000000,134 days 00:00:00.000000000,2017-06-12,2018-06-27,4,2,380 days 00:00:00.000000000,0.07368421052631578,1
76060,Régulière,91 days 00:00:00.000000000,91 days 00:00:00.000000000,117 days 00:00:00.000000000,2017-07-13,2018-04-12,4,9,273 days 00:00:00.000000000,0.10256410256410256,1
76081,Régulière,1 days 12:02:13.746130030,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-01,713,675,485 days 00:00:00.000000000,10.290721649484537,0
76082,Régulière,1 days 16:45:28.421052631,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-07-31,666,360,484 days 00:00:00.000000000,9.632231404958677,0
76083,Régulière,1 days 19:35:43.820224719,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-02,2018-07-31,518,326,485 days 00:00:00.000000000,7.4762886597938145,0
76087,Régulière,42 days 00:00:00.000000000,28 days 00:00:00.000000000,170 days 00:00:00.000000000,2017-04-12,2018-07-18,12,26,462 days 00:00:00.000000000,0.18181818181818182,1
76091,PO requis,76 days 09:36:00.000000000,84 days 00:00:00.000000000,145 days 00:00:00.000000000,2017-05-31,2018-06-17,6,1,382 days 00:00:00.000000000,0.10994764397905758,1
76093,Narcotique,9 days 00:27:10.188679245,6 days 00:00:00.000000000,32 days 00:00:00.000000000,2017-04-09,2018-07-31,54,35,478 days 00:00:00.000000000,0.7907949790794979,0
76097,Régulière,94 days 16:00:00.000000000,96 days 00:00:00.000000000,127 days 00:00:00.000000000,2017-05-18,2018-02-26,4,2,284 days 00:00:00.000000000,0.09859154929577466,1
76099,Régulière,57 days 00:00:00.000000000,52 days 12:00:00.000000000,88 days 00:00:00.000000000,2017-04-23,2018-07-23,9,47,456 days 00:00:00.000000000,0.1381578947368421,1
76100,Narcotique,19 days 17:27:16.363636363,20 days 12:00:00.000000000,57 days 00:00:00.000000000,2017-04-27,2018-07-05,19,22,434 days 00:00:00.000000000,0.3064516129032258,0
76101,Régulière,16 days 10:40:00.000000000,16 days 00:00:00.000000000,30 days 00:00:00.000000000,2017-04-17,2018-07-05,28,74,444 days 00:00:00.000000000,0.4414414414414414,0
76102,Régulière,1 days 09:42:39.537572254,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-01,652,1288,486 days 00:00:00.000000000,9.390946502057615,0
76106,Régulière,36 days 04:00:00.000000000,28 days 12:00:00.000000000,113 days 00:00:00.000000000,2017-05-22,2018-07-30,13,53,434 days 00:00:00.000000000,0.2096774193548387,1
76107,Régulière,3 days 02:27:41.538461538,2 days 00:00:00.000000000,19 days 00:00:00.000000000,2017-04-03,2018-07-31,220,865,484 days 00:00:00.000000000,3.1818181818181817,0
76108,Régulière,101 days 00:00:00.000000000,101 days 00:00:00.000000000,111 days 00:00:00.000000000,2017-06-14,2018-07-23,5,32,404 days 00:00:00.000000000,0.08663366336633664,1
76110,Narcotique,28 days 14:46:09.230769231,24 days 00:00:00.000000000,67 days 00:00:00.000000000,2017-07-03,2018-07-10,13,15,372 days 00:00:00.000000000,0.24462365591397847,0
76112,Régulière,48 days 05:20:00.000000000,44 days 00:00:00.000000000,98 days 00:00:00.000000000,2017-04-11,2018-06-19,10,17,434 days 00:00:00.000000000,0.16129032258064516,1
76114,Régulière,17 days 22:13:20.000000000,14 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-03,2018-07-31,28,16,484 days 00:00:00.000000000,0.4049586776859504,0
76115,Régulière,63 days 00:00:00.000000000,60 days 00:00:00.000000000,111 days 00:00:00.000000000,2017-04-06,2018-06-21,9,28,441 days 00:00:00.000000000,0.14285714285714285,1
76116,Narcotique,105 days 00:00:00.000000000,93 days 00:00:00.000000000,210 days 00:00:00.000000000,2017-05-18,2018-07-12,6,9,420 days 00:00:00.000000000,0.09999999999999999,1
76119,Régulière,3 days 18:40:00.000000000,4 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-10,2018-07-30,196,248,476 days 00:00:00.000000000,2.8823529411764706,0
76127,Régulière,12 days 10:44:12.631578947,12 days 12:00:00.000000000,33 days 00:00:00.000000000,2017-04-12,2018-07-29,42,125,473 days 00:00:00.000000000,0.6215644820295984,0
76128,Régulière,23 days 13:30:00.000000000,18 days 12:00:00.000000000,56 days 00:00:00.000000000,2017-07-19,2018-07-31,18,40,377 days 00:00:00.000000000,0.33421750663129973,0
76129,Régulière,33 days 13:42:51.428571428,32 days 12:00:00.000000000,64 days 00:00:00.000000000,2017-04-03,2018-07-17,16,45,470 days 00:00:00.000000000,0.23829787234042554,0
76131,Régulière,113 days 00:00:00.000000000,113 days 00:00:00.000000000,224 days 00:00:00.000000000,2017-04-03,2017-11-15,3,5,226 days 00:00:00.000000000,0.09292035398230089,1
76136,Régulière,14 days 16:48:00.000000000,8 days 00:00:00.000000000,82 days 00:00:00.000000000,2017-04-03,2018-06-18,35,103,441 days 00:00:00.000000000,0.5555555555555556,0
76140,Régulière,17 days 19:23:04.615384615,14 days 00:00:00.000000000,48 days 00:00:00.000000000,2017-04-12,2018-07-19,27,44,463 days 00:00:00.000000000,0.408207343412527,0
76144,Régulière,45 days 16:48:00.000000000,47 days 12:00:00.000000000,63 days 00:00:00.000000000,2017-04-21,2018-07-22,11,36,457 days 00:00:00.000000000,0.16849015317286653,0
76149,PO requis,57 days 00:00:00.000000000,57 days 00:00:00.000000000,108 days 00:00:00.000000000,2018-01-30,2018-05-24,2,11,114 days 00:00:00.000000000,0.12280701754385964,1
76150,Régulière,2 days 03:31:12.000000000,2 days 00:00:00.000000000,12 days 00:00:00.000000000,2017-04-03,2018-07-30,516,729,483 days 00:00:00.000000000,7.478260869565218,0
76157,Régulière,15 days 14:24:00.000000000,16 days 00:00:00.000000000,40 days 00:00:00.000000000,2017-04-12,2018-07-24,32,99,468 days 00:00:00.000000000,0.4786324786324787,0
76160,Régulière,28 days 01:36:00.000000000,28 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-04,2018-05-30,16,33,421 days 00:00:00.000000000,0.2660332541567696,0
76161,Narcotique,28 days 21:00:00.000000000,20 days 12:00:00.000000000,72 days 00:00:00.000000000,2017-04-10,2018-07-16,18,10,462 days 00:00:00.000000000,0.2727272727272727,0
76164,Régulière,1 days 10:37:10.088495575,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-05,700,1222,489 days 00:00:00.000000000,10.020449897750511,0
76166,Régulière,25 days 22:40:00.000000000,22 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-04-05,2018-07-16,19,37,467 days 00:00:00.000000000,0.28479657387580304,0
76167,Régulière,24 days 12:00:00.000000000,24 days 00:00:00.000000000,69 days 00:00:00.000000000,2017-04-19,2018-07-04,20,93,441 days 00:00:00.000000000,0.31746031746031744,0
76170,Régulière,100 days 18:00:00.000000000,67 days 12:00:00.000000000,262 days 00:00:00.000000000,2017-04-09,2018-05-17,5,13,403 days 00:00:00.000000000,0.08684863523573201,1
76171,Régulière,34 days 06:32:43.636363636,29 days 00:00:00.000000000,71 days 00:00:00.000000000,2017-04-04,2018-04-16,12,12,377 days 00:00:00.000000000,0.22281167108753316,0
76172,Régulière,32 days 12:55:23.076923077,30 days 00:00:00.000000000,90 days 00:00:00.000000000,2017-05-11,2018-07-08,15,34,423 days 00:00:00.000000000,0.24822695035460995,1
76178,Régulière,65 days 16:00:00.000000000,55 days 00:00:00.000000000,100 days 00:00:00.000000000,2017-04-10,2017-10-24,4,10,197 days 00:00:00.000000000,0.14213197969543145,1
76180,Narcotique,12 days 06:40:00.000000000,11 days 00:00:00.000000000,27 days 00:00:00.000000000,2017-04-27,2018-07-13,33,20,442 days 00:00:00.000000000,0.5226244343891403,0
76181,Régulière,66 days 00:00:00.000000000,32 days 00:00:00.000000000,171 days 00:00:00.000000000,2017-04-23,2018-05-24,7,13,396 days 00:00:00.000000000,0.12373737373737373,1
76188,Régulière,10 days 12:00:00.000000000,6 days 00:00:00.000000000,29 days 00:00:00.000000000,2018-03-26,2018-07-09,11,11,105 days 00:00:00.000000000,0.7333333333333334,0
76190,Narcotique,106 days 08:00:00.000000000,105 days 00:00:00.000000000,161 days 00:00:00.000000000,2017-08-11,2018-06-26,4,3,319 days 00:00:00.000000000,0.0877742946708464,1
76191,Régulière,78 days 00:00:00.000000000,47 days 00:00:00.000000000,184 days 00:00:00.000000000,2017-04-20,2018-05-15,6,4,390 days 00:00:00.000000000,0.1076923076923077,1
76198,Narcotique,47 days 21:20:00.000000000,42 days 00:00:00.000000000,95 days 00:00:00.000000000,2017-04-07,2018-06-12,10,10,431 days 00:00:00.000000000,0.16241299303944315,1
76199,Narcotique,35 days 22:09:13.846153846,31 days 00:00:00.000000000,79 days 00:00:00.000000000,2017-04-06,2018-07-17,14,14,467 days 00:00:00.000000000,0.20985010706638116,0
